,Loan_ID,Gender,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status (Approved),Capped_ApplicantIncome,MedianReplacedApplicantIncome,zscore,Education_Not Graduate,Married_Yes,Self_Employed_Yes
182,LP001636,1,0,-0.13162692439736878,-0.5544873301529852,-0.8657015240703816,180.0,1.0,1,4600.0,4600.0,-0.13162692439736878,0,1,0
183,LP001637,1,1,4.659606571212462,-0.5544873301529852,1.3594634096818698,360.0,1.0,0,10171.25,3812.5,4.659606571212462,0,1,0
184,LP001639,0,0,-0.2913565509520971,-0.5544873301529852,-0.44922680384937197,360.0,1.0,1,3625.0,3625.0,-0.2913565509520971,0,1,0
185,LP001640,1,0,5.52804426389617,1.0700749795422981,-0.3064354712021687,360.0,1.0,1,10171.25,3812.5,5.52804426389617,0,1,1
186,LP001641,1,1,-0.5284116992851144,-0.5544873301529852,-0.9489964681145835,300.0,0.0,0,2178.0,2178.0,-0.5284116992851144,0,1,1
187,LP001643,1,0,-0.49482752139412034,0.1767367157688076,-1.0441906898793858,360.0,1.0,1,2383.0,2383.0,-0.49482752139412034,0,1,0
188,LP001644,2,0,-0.7748048873244083,1.256814141877798,0.26472985938664456,360.0,1.0,1,674.0,674.0,-0.7748048873244083,0,1,1
189,LP001647,1,0,0.6429388954495601,-0.5544873301529852,0.50271541379865,180.0,1.0,1,9328.0,9328.0,0.6429388954495601,0,1,0
190,LP001653,1,0,-0.08493672586598665,-0.5544873301529852,-1.1631834670853884,360.0,1.0,1,4885.0,4885.0,-0.08493672586598665,1,0,0
191,LP001656,1,0,1.0806799848385182,-0.5544873301529852,0.21713274850424344,360.0,1.0,0,10171.25,3812.5,1.0806799848385182,0,0,0
192,LP001657,1,0,0.10313467032358069,-0.5544873301529852,0.16953563762184234,360.0,1.0,0,6033.0,6033.0,0.10313467032358069,1,1,0
193,LP001658,1,0,-0.25318526583696715,-0.5544873301529852,-0.8300036909085807,360.0,1.0,1,3858.0,3858.0,-0.25318526583696715,0,0,0
194,LP001664,1,0,-0.19863145492135226,-0.5544873301529852,-0.3064354712021687,360.0,1.0,1,4191.0,4191.0,-0.19863145492135226,0,0,0
195,LP001665,1,1,-0.3732691799545219,0.32893255320341835,0.2885284148278451,360.0,1.0,0,3125.0,3125.0,-0.3732691799545219,0,1,0
196,LP001666,1,0,0.47993276373473476,0.7280618617117122,0.49081613607804975,360.0,1.0,1,8333.0,8333.0,0.47993276373473476,0,0,0
197,LP001669,0,0,-0.5728083442044287,0.25437369351635064,-0.3064354712021687,360.0,1.0,1,1907.0,1907.0,-0.5728083442044287,1,0,0
198,LP001671,0,0,-0.3255960298751107,0.4086216096579449,-0.3897304152463706,360.0,1.0,1,3416.0,3416.0,-0.3255960298751107,0,1,0
199,LP001673,1,0,0.9168547268336686,-0.5544873301529852,-0.7467087468643788,360.0,1.0,0,10171.25,3812.5,0.9168547268336686,0,0,1
200,LP001674,1,1,-0.45927744040706797,0.30054546442347974,-0.6634138028201769,360.0,1.0,1,2600.0,2600.0,-0.45927744040706797,1,1,0
201,LP001677,1,2,-0.07871136606180236,-0.5544873301529852,0.240931303945444,360.0,0.0,1,4923.0,4923.0,-0.07871136606180236,0,0,0
202,LP001682,1,3,-0.23123268126431734,-0.5544873301529852,-0.21124124943736647,180.0,1.0,0,3992.0,3992.0,-0.23123268126431734,1,1,0
203,LP001688,1,1,-0.3118347082027033,-0.18408712354246062,-0.12794630539316454,360.0,1.0,1,3500.0,3500.0,-0.3118347082027033,1,1,0
204,LP001691,1,2,-0.24351957561468104,-0.5544873301529852,-0.2588383603197676,360.0,1.0,1,3917.0,3917.0,-0.24351957561468104,1,1,0
205,LP001692,0,0,-0.1630813739342999,-0.5544873301529852,-0.3064354712021687,360.0,1.0,1,4408.0,4408.0,-0.1630813739342999,1,0,0
206,LP001693,0,0,-0.35377397425194484,-0.5544873301529852,-0.7824065800261797,360.0,1.0,1,3244.0,3244.0,-0.35377397425194484,0,0,0
207,LP001698,1,0,-0.23401771065039978,0.3111478710762279,-1.0798885230411865,360.0,1.0,1,3975.0,3975.0,-0.23401771065039978,1,0,0
208,LP001699,1,0,-0.4791002966256548,-0.5544873301529852,-1.0322914121587854,360.0,1.0,1,2479.0,2479.0,-0.4791002966256548,0,0,0
209,LP001702,1,0,-0.325268379359101,-0.5544873301529852,-0.22314052715796673,360.0,1.0,0,3418.0,3418.0,-0.325268379359101,0,0,0
210,LP001708,0,0,0.753029468828819,-0.5544873301529852,0.8120966345342572,360.0,1.0,0,10000.0,10000.0,0.753029468828819,0,0,0
211,LP001711,1,3,-0.3233024762630428,-0.12697093286475275,-0.21124124943736647,360.0,0.0,0,3430.0,3430.0,-0.3233024762630428,0,1,0
212,LP001713,1,1,0.3904841728640869,-0.5544873301529852,1.1214778552698643,360.0,1.0,1,7787.0,7787.0,0.3904841728640869,0,1,1
213,LP001715,1,3,0.04907233518198032,-0.5544873301529852,-0.18744269399616592,360.0,1.0,1,5703.0,5703.0,0.04907233518198032,1,1,1
214,LP001716,1,0,-0.36540556757028914,0.478734298813215,-0.10414774995196399,360.0,1.0,1,3173.0,3173.0,-0.36540556757028914,0,1,0
215,LP001720,1,3,-0.254495867901006,-0.21828843532551923,-0.5444210256141742,360.0,1.0,1,3850.0,3850.0,-0.254495867901006,1,1,0
216,LP001722,1,0,-0.8606493225189494,0.061136281942069534,-0.12794630539316454,360.0,1.0,0,150.0,150.0,-0.8606493225189494,0,1,0
217,LP001726,1,0,-0.2746463746356025,0.052585953996304884,-0.17554341627556563,360.0,1.0,1,3727.0,3727.0,-0.2746463746356025,0,1,0
218,LP001732,1,2,-0.06609682119542894,-0.5544873301529852,-0.8776008017909819,360.0,0.0,0,5000.0,5000.0,-0.06609682119542894,0,1,0
219,LP001734,0,2,-0.1835595311849061,0.26052992963730115,-0.22314052715796673,360.0,1.0,1,4283.0,4283.0,-0.1835595311849061,0,1,0
220,LP001736,1,0,-0.521367213190906,-0.5544873301529852,-1.0203921344381852,360.0,0.0,0,2221.0,2221.0,-0.521367213190906,0,1,0
221,LP001743,1,2,-0.22844765187823488,0.032749193162130895,-0.3540325820845698,360.0,1.0,1,4009.0,4009.0,-0.22844765187823488,0,1,0
222,LP001744,1,0,-0.39849826968726876,0.40007128171218026,-0.020852805907762065,360.0,1.0,1,2971.0,2971.0,-0.39849826968726876,0,0,0
223,LP001749,1,0,0.35624469394107333,-0.2090540811440934,0.34802480343084646,360.0,1.0,1,7578.0,7578.0,0.35624469394107333,0,1,0
224,LP001750,1,0,0.13868475131063304,-0.5544873301529852,-0.21124124943736647,360.0,1.0,1,6250.0,6250.0,0.13868475131063304,0,1,0
225,LP001751,1,0,-0.3527910227039157,-0.5544873301529852,0.2885284148278451,360.0,1.0,0,3250.0,3250.0,-0.3527910227039157,0,1,0
226,LP001754,1,0,-0.10951051456671408,-0.5544873301529852,-0.09224847223136372,360.0,1.0,0,4735.0,4735.0,-0.10951051456671408,1,1,1
227,LP001758,1,2,0.13868475131063304,0.025224904569858004,0.7644995236518561,360.0,1.0,1,6250.0,6250.0,0.13868475131063304,0,1,0
228,LP001760,1,0,-0.10574253363260254,-0.5544873301529852,0.1457370821806418,480.0,1.0,1,4758.0,4758.0,-0.10574253363260254,0,1,0
229,LP001761,1,0,0.1632585400113605,-0.5544873301529852,0.6455067464458534,360.0,1.0,1,6400.0,6400.0,0.1632585400113605,0,0,1
230,LP001765,1,1,-0.4771343935295966,0.14800761387103836,-0.49682391473177306,360.0,1.0,1,2491.0,2491.0,-0.4771343935295966,0,1,0
231,LP001768,1,0,-0.2764484524736558,-0.5544873301529852,-1.2345791334089902,180.0,1.0,1,3716.0,3716.0,-0.2764484524736558,0,1,0
232,LP001770,1,0,-0.36278436344221154,0.33406274997087715,-0.3064354712021687,360.0,1.0,1,3189.0,3189.0,-0.36278436344221154,1,0,0
233,LP001776,0,0,0.47993276373473476,-0.5544873301529852,1.5974489640938754,360.0,1.0,1,8333.0,8333.0,0.47993276373473476,0,0,0
234,LP001778,1,1,-0.3683544222143764,0.05395400646762723,-0.06844991679016317,360.0,1.0,1,3155.0,3155.0,-0.3683544222143764,0,1,0
235,LP001784,1,1,0.015815807806995857,-0.1235508016864469,0.2885284148278451,360.0,1.0,1,5500.0,5500.0,0.015815807806995857,0,1,0
236,LP001786,1,0,0.056116821276188854,-0.5544873301529852,1.2999670210788685,360.0,1.0,0,5746.0,5746.0,0.056116821276188854,0,1,0
237,LP001788,0,0,-0.3178962427488828,-0.5544873301529852,-0.2826369157609681,360.0,1.0,1,3463.0,3463.0,-0.3178962427488828,0,0,1
238,LP001790,0,1,-0.26072122770519024,-0.5544873301529852,-0.4016296929669709,360.0,1.0,1,3812.0,3812.0,-0.26072122770519024,0,0,0
239,LP001792,1,1,-0.3421423809336005,-0.5544873301529852,-0.5920181364965753,360.0,1.0,1,3315.0,3315.0,-0.3421423809336005,0,1,0
240,LP001798,1,2,0.06807606511054287,1.1555782589999446,-0.3064354712021687,360.0,1.0,1,5819.0,5819.0,0.06807606511054287,0,1,0
241,LP001800,1,1,-0.47402171362750445,0.12372468250506677,-0.06844991679016317,180.0,1.0,0,2510.0,2510.0,-0.47402171362750445,1,1,0
242,LP001806,1,0,-0.3994812212352979,1.3953294545991854,0.11003924901884096,60.0,1.0,1,2965.0,2965.0,-0.3994812212352979,0,0,0
243,LP001807,1,2,0.13868475131063304,-0.10987027697322346,-0.44922680384937197,360.0,1.0,1,6250.0,6250.0,0.13868475131063304,0,1,1
244,LP001811,1,0,-0.3272342824551592,0.956184611304713,-0.2707376380403678,360.0,1.0,1,3406.0,3406.0,-0.3272342824551592,1,1,0
245,LP001813,1,0,0.10591969970966313,0.9274555094069438,-0.3064354712021687,180.0,1.0,0,6050.0,6050.0,0.10591969970966313,0,0,1
246,LP001814,1,2,0.7043733672013787,-0.5544873301529852,-0.4016296929669709,360.0,1.0,1,9703.0,9703.0,0.7043733672013787,0,1,0
247,LP001819,1,1,0.1973341936763692,-0.5544873301529852,-0.10414774995196399,180.0,1.0,1,6608.0,6608.0,0.1973341936763692,1,1,0
248,LP001824,1,1,-0.4130787176497004,0.07584284600878473,-0.2707376380403678,480.0,1.0,1,2882.0,2882.0,-0.4130787176497004,0,1,0
249,LP001825,1,0,-0.588863219488904,0.08439317395454939,-0.6634138028201769,360.0,1.0,1,1809.0,1809.0,-0.588863219488904,0,1,0
250,LP001835,1,0,-0.6119625808675878,0.7759436982079941,0.6574060241664537,360.0,0.0,0,1668.0,1668.0,-0.6119625808675878,1,1,0
251,LP001836,0,2,-0.32379395203705735,-0.5544873301529852,-0.09224847223136372,360.0,1.0,0,3427.0,3427.0,-0.32379395203705735,0,0,0
252,LP001841,1,0,-0.4620624697931504,0.1866550961858946,-0.49682391473177306,360.0,1.0,1,2583.0,2583.0,-0.4620624697931504,1,0,1
253,LP001843,1,1,-0.44928409966877214,1.8741478195620058,1.585549686373275,180.0,1.0,1,2661.0,2661.0,-0.44928409966877214,1,1,0
254,LP001844,1,0,1.7769373313591288,-0.5544873301529852,0.5503125246810512,360.0,0.0,0,10171.25,3812.5,1.7769373313591288,0,0,1
255,LP001846,0,3,-0.3801498407907256,-0.5544873301529852,1.2999670210788685,360.0,1.0,1,3083.0,3083.0,-0.3801498407907256,0,0,0
256,LP001849,1,0,0.10510057341963888,-0.5544873301529852,-0.36593185980517007,360.0,0.0,0,6045.0,6045.0,0.10510057341963888,1,0,0
257,LP001854,1,3,-0.025140506694216542,-0.5544873301529852,-0.6158166919377758,360.0,1.0,0,5250.0,5250.0,-0.025140506694216542,0,1,0
258,LP001859,1,0,1.5202231520655296,0.16374021729124533,1.8830316293882818,360.0,1.0,0,10171.25,3812.5,1.5202231520655296,0,1,0
259,LP001864,1,3,-0.07740076399776356,-0.5544873301529852,-0.21124124943736647,360.0,1.0,0,4931.0,4931.0,-0.07740076399776356,1,1,0
260,LP001865,1,1,0.11132593322382317,0.8990684206270051,2.192412850123889,360.0,1.0,1,6083.0,6083.0,0.11132593322382317,0,1,0
261,LP001868,1,0,-0.5477430797296867,0.2010196471347792,-0.13984558311376483,360.0,1.0,1,2060.0,2060.0,-0.5477430797296867,0,0,0
262,LP001870,0,1,-0.31494738810479544,-0.5544873301529852,0.11003924901884096,36.0,1.0,0,3481.0,3481.0,-0.31494738810479544,0,0,0
263,LP001871,0,0,0.29431874641524014,-0.5544873301529852,-0.3064354712021687,360.0,1.0,1,7200.0,7200.0,0.29431874641524014,0,0,0
264,LP001872,1,0,-0.03890182836662391,-0.5544873301529852,-0.21124124943736647,360.0,1.0,1,5166.0,5166.0,-0.03890182836662391,0,0,1
265,LP001875,1,0,-0.2143586796898178,0.6244318870090446,0.06244213813643986,360.0,1.0,1,4095.0,4095.0,-0.2143586796898178,0,0,0
266,LP001877,1,2,-0.11393379653284502,-0.08011513572196248,0.05054286041583959,360.0,1.0,1,4708.0,4708.0,-0.11393379653284502,0,1,0
267,LP001882,1,3,-0.17536826828466362,0.06489842623820598,0.16953563762184234,360.0,0.0,1,4333.0,4333.0,-0.17536826828466362,0,1,0
268,LP001883,0,0,-0.325268379359101,-0.5544873301529852,-0.12794630539316454,360.0,1.0,0,3418.0,3418.0,-0.325268379359101,0,0,0
269,LP001884,0,1,-0.41406166919772946,-0.0209468663372711,-0.6634138028201769,360.0,1.0,1,2876.0,2876.0,-0.41406166919772946,0,0,0
270,LP001888,0,0,-0.35492075105797877,-0.5544873301529852,-1.3773704660561934,360.0,1.0,1,3237.0,3237.0,-0.35492075105797877,0,0,0
271,LP001891,1,0,0.9407732145023766,-0.5544873301529852,-0.11604702767256427,360.0,1.0,1,10171.25,3812.5,0.9407732145023766,0,1,0
272,LP001892,1,0,-0.421106155291938,0.08063102965841293,-0.23503980487856702,360.0,1.0,1,2833.0,2833.0,-0.421106155291938,0,0,0
273,LP001894,1,0,-0.456000935246971,0.2058078307844074,0.05054286041583959,360.0,1.0,1,2620.0,2620.0,-0.456000935246971,0,1,0
274,LP001896,1,2,-0.24630460500076348,-0.5544873301529852,-0.6634138028201769,360.0,1.0,1,3900.0,3900.0,-0.24630460500076348,0,1,0
275,LP001900,1,1,-0.4347036517063405,0.07550083289095415,-0.36593185980517007,360.0,1.0,1,2750.0,2750.0,-0.4347036517063405,0,1,0
276,LP001903,1,0,-0.23106885600631247,0.5652636176243533,0.7288016904900553,360.0,1.0,1,3993.0,3993.0,-0.23106885600631247,0,1,0
277,LP001904,1,0,-0.37687333563062864,-0.10987027697322346,-0.7824065800261797,360.0,1.0,1,3103.0,3103.0,-0.37687333563062864,0,1,0
278,LP001907,1,0,1.5038406262650446,-0.5544873301529852,3.4537362885075185,360.0,1.0,1,10171.25,3812.5,1.5038406262650446,0,1,0
279,LP001908,0,0,-0.21353955339979358,-0.5544873301529852,-0.2588383603197676,360.0,1.0,1,4100.0,4100.0,-0.21353955339979358,1,1,0
280,LP001910,1,1,-0.2212393405260215,0.27523649370401637,0.1457370821806418,360.0,0.0,0,4053.0,4053.0,-0.2212393405260215,1,0,1
281,LP001914,1,0,-0.24188132303463256,-0.2808768358885165,-0.4016296929669709,360.0,1.0,1,3927.0,3927.0,-0.24188132303463256,0,1,0
282,LP001915,1,2,-0.5082611925505179,-0.21733080276815359,-0.8062051354673803,180.0,1.0,1,2301.0,2301.0,-0.5082611925505179,0,1,0
283,LP001917,0,0,-0.5885355689728943,0.015306524152771011,-1.0917878007617867,360.0,1.0,1,1811.0,1811.0,-0.5885355689728943,0,0,0
284,LP001922,1,0,2.5005534959665496,-0.5544873301529852,-0.21124124943736647,360.0,1.0,0,10171.25,3812.5,2.5005534959665496,0,1,0
285,LP001924,1,0,-0.3678629464403619,0.48967871858379375,-0.6753130805407772,360.0,1.0,1,3158.0,3158.0,-0.3678629464403619,0,0,0
286,LP001925,0,0,-0.45927744040706797,0.032749193162130895,-0.5563203033347744,300.0,1.0,0,2600.0,2600.0,-0.45927744040706797,0,0,1
287,LP001926,1,0,-0.278414355569714,0.12953890550818672,-0.3064354712021687,360.0,1.0,1,3704.0,3704.0,-0.278414355569714,0,1,0
288,LP001931,0,0,-0.2096077472076772,-0.5544873301529852,-0.36593185980517007,360.0,1.0,1,4124.0,4124.0,-0.2096077472076772,0,0,0
289,LP001935,1,0,0.672427441890433,-0.5544873301529852,0.49081613607804975,360.0,1.0,1,9508.0,9508.0,0.672427441890433,0,0,0
290,LP001936,1,0,-0.3814604428547644,0.2718163625257105,-0.08034919451076344,360.0,1.0,1,3075.0,3075.0,-0.3814604428547644,0,1,0
291,LP001938,1,2,-0.16439197599833869,-0.5544873301529852,-0.22314052715796673,360.0,0.0,0,4400.0,4400.0,-0.16439197599833869,0,1,0
292,LP001940,1,2,-0.3686820727303861,-0.0209468663372711,-0.13984558311376483,360.0,1.0,1,3153.0,3153.0,-0.3686820727303861,0,1,0
293,LP001945,0,0,0.0022183113925933404,-0.5544873301529852,-0.03275208362836234,480.0,0.0,0,5417.0,5417.0,0.0022183113925933404,0,0,0
294,LP001947,1,0,-0.49482752139412034,0.5857844046941885,0.31232697026904566,360.0,1.0,1,2383.0,2383.0,-0.49482752139412034,0,1,0
295,LP001949,1,3,-0.1617707718702611,-0.12697093286475275,-0.4254282484081714,360.0,1.0,1,4416.0,4416.0,-0.1617707718702611,0,1,0
296,LP001953,1,1,0.24107553756366404,-0.5544873301529852,0.6455067464458534,360.0,1.0,1,6875.0,6875.0,0.24107553756366404,0,1,0
297,LP001954,0,1,-0.12081445736904871,-0.5544873301529852,-0.12794630539316454,360.0,1.0,1,4666.0,4666.0,-0.12081445736904871,0,1,0
298,LP001955,0,0,-0.06609682119542894,0.31456800225453374,0.06244213813643986,480.0,1.0,0,5000.0,5000.0,-0.06609682119542894,0,0,0
299,LP001963,1,1,-0.5552790415979099,0.44590103950147875,-0.3897304152463706,360.0,1.0,0,2014.0,2014.0,-0.5552790415979099,0,1,0
300,LP001964,1,0,-0.5903376468109477,0.44897915756195406,-0.6277159696583761,360.0,0.0,0,1800.0,1800.0,-0.5903376468109477,1,1,0
301,LP001972,1,0,-0.4142254944557343,0.04403562605054023,-0.4849246370111728,360.0,1.0,1,2875.0,2875.0,-0.4142254944557343,1,1,0
302,LP001974,0,0,-0.06609682119542894,-0.5544873301529852,-0.16364413855496537,360.0,1.0,1,5000.0,5000.0,-0.06609682119542894,0,0,0
303,LP001977,1,1,-0.6190070669617963,0.06216232129556129,-0.5920181364965753,360.0,1.0,1,1625.0,1625.0,-0.6190070669617963,0,1,0
304,LP001978,1,0,-0.22992207920027855,0.30054546442347974,-0.06844991679016317,360.0,1.0,1,4000.0,4000.0,-0.22992207920027855,0,0,0
305,LP001990,1,0,-0.5575725952099777,-0.5544873301529852,-0.21124124943736647,360.0,1.0,0,2000.0,2000.0,-0.5575725952099777,1,0,0
306,LP001993,0,0,-0.26891249060543276,0.015306524152771011,-0.12794630539316454,360.0,1.0,1,3762.0,3762.0,-0.26891249060543276,0,0,0
307,LP001994,0,0,-0.4920424920080379,0.08268310836539645,-0.49682391473177306,360.0,0.0,0,2400.0,2400.0,-0.4920424920080379,0,0,0
308,LP001996,1,0,2.429453333992445,-0.5544873301529852,3.9773045082139302,360.0,1.0,0,10171.25,3812.5,2.429453333992445,0,0,0
309,LP001998,1,2,0.3708251419035049,-0.5544873301529852,0.4670175806368492,360.0,1.0,1,7667.0,7667.0,0.3708251419035049,1,1,0
310,LP002002,0,0,-0.40734483361953067,-0.5544873301529852,-0.7348094691437785,360.0,1.0,1,2917.0,2917.0,-0.40734483361953067,0,0,0
311,LP002004,1,0,-0.40570658103948215,0.26805421822957404,-0.41352897068757116,360.0,1.0,1,2927.0,2927.0,-0.40570658103948215,1,0,0
312,LP002006,0,0,-0.474513189401519,-0.5544873301529852,-1.0679892453205864,360.0,1.0,1,2507.0,2507.0,-0.474513189401519,0,0,0
313,LP002008,1,2,0.056116821276188854,-0.5544873301529852,-0.020852805907762065,84.0,1.0,1,5746.0,5746.0,0.056116821276188854,0,1,1
314,LP002024,2,0,-0.48008324817368386,0.07584284600878473,0.15763635990124206,360.0,1.0,0,2473.0,2473.0,-0.48008324817368386,0,1,0
315,LP002031,1,1,-0.32838105926119315,0.006414183089175776,-0.41352897068757116,180.0,1.0,1,3399.0,3399.0,-0.32838105926119315,1,1,0
316,LP002035,1,2,-0.27628462721565095,-0.5544873301529852,-0.3064354712021687,360.0,1.0,1,3717.0,3717.0,-0.27628462721565095,0,1,0
317,LP002036,1,0,-0.5480707302456964,0.17536866329748527,-0.6872123582613775,360.0,1.0,1,2058.0,2058.0,-0.5480707302456964,0,1,0
318,LP002043,0,1,-0.3051178726245045,-0.5544873301529852,-0.4016296929669709,360.0,1.0,1,3541.0,3541.0,-0.3051178726245045,0,0,0
319,LP002050,1,1,0.753029468828819,-0.5544873301529852,0.11003924901884096,360.0,1.0,0,10000.0,10000.0,0.753029468828819,0,1,1
320,LP002051,1,0,-0.4920424920080379,0.1866550961858946,-0.36593185980517007,360.0,1.0,1,2400.0,2400.0,-0.4920424920080379,0,1,0
321,LP002053,1,3,-0.17389384096261998,-0.4898468508830045,-0.2588383603197676,360.0,1.0,1,4342.0,4342.0,-0.17389384096261998,0,1,0
322,LP002054,1,2,-0.29528835714421353,-0.010686472802353523,-0.21124124943736647,360.0,1.0,1,3601.0,3601.0,-0.29528835714421353,1,1,0
323,LP002055,0,0,-0.3665523443763231,0.4664218265713139,-0.16364413855496537,360.0,1.0,1,3166.0,3166.0,-0.3665523443763231,0,0,0
324,LP002065,1,3,1.5721557588530668,-0.5544873301529852,1.835434518505881,360.0,1.0,1,10171.25,3812.5,1.5721557588530668,0,1,0
325,LP002067,1,1,0.5344865746503497,1.1497640359968246,2.7397796252715017,360.0,0.0,0,8666.0,8666.0,0.5344865746503497,0,1,1
326,LP002068,1,0,-0.07969431760983145,-0.5544873301529852,-0.18744269399616592,360.0,0.0,1,4917.0,4917.0,-0.07969431760983145,0,0,0
327,LP002082,1,0,0.06791223985253803,0.18426100436108048,0.45511830291624894,360.0,1.0,1,5818.0,5818.0,0.06791223985253803,0,1,1
328,LP002086,0,0,-0.17536826828466362,0.28378682164978103,-0.4254282484081714,360.0,1.0,0,4333.0,4333.0,-0.17536826828466362,0,1,0
329,LP002087,0,0,-0.4756599662075529,-0.5544873301529852,-0.9370971903939832,360.0,1.0,1,2500.0,2500.0,-0.4756599662075529,0,0,0
330,LP002097,1,1,-0.16701318012641628,0.058742190117255434,-0.3421333043639695,360.0,1.0,1,4384.0,4384.0,-0.16701318012641628,0,0,0
331,LP002098,1,0,-0.4043959789754433,-0.5544873301529852,-0.5682195810553747,360.0,1.0,1,2935.0,2935.0,-0.4043959789754433,0,0,0
332,LP002100,1,0,-0.421106155291938,-0.5544873301529852,-0.8895000795115822,360.0,1.0,1,2833.0,2833.0,-0.421106155291938,0,0,0
333,LP002101,1,0,9.490977255033481,-0.5544873301529852,4.096297285419933,180.0,1.0,1,10171.25,3812.5,9.490977255033481,0,1,0
334,LP002103,2,1,0.7256706507420091,0.07242271483047887,0.43131974747504837,180.0,1.0,1,9833.0,9833.0,0.7256706507420091,0,1,1
335,LP002106,1,0,0.016307283581010405,0.9811515689063458,-0.9013993572321825,360.0,1.0,1,5503.0,5503.0,0.016307283581010405,0,1,1
336,LP002110,1,1,-0.025140506694216542,-0.3191823050855421,0.16953563762184234,360.0,1.0,1,5250.0,5250.0,-0.025140506694216542,0,1,0
337,LP002112,1,2,-0.4756599662075529,1.0187730118677103,0.35992408115144675,360.0,1.0,1,2500.0,2500.0,-0.4756599662075529,0,1,1
338,LP002113,0,3,-0.5854228890708022,-0.5544873301529852,-0.21124124943736647,360.0,0.0,0,1830.0,1830.0,-0.5854228890708022,1,0,0
339,LP002114,0,0,-0.2037100379195026,-0.5544873301529852,-0.8895000795115822,360.0,1.0,1,4160.0,4160.0,-0.2037100379195026,0,0,0
340,LP002115,1,3,-0.45157765328084004,-0.01171251215584528,0.3242262479896459,360.0,1.0,0,2647.0,2647.0,-0.45157765328084004,1,1,0
341,LP002116,0,0,-0.49564664768414457,-0.5544873301529852,-1.186982022526589,360.0,1.0,0,2378.0,2378.0,-0.49564664768414457,0,0,0
342,LP002119,1,1,-0.13916288626559187,-0.13415320833919506,0.1457370821806418,360.0,1.0,1,4554.0,4554.0,-0.13916288626559187,1,1,0
343,LP002126,1,3,-0.36540556757028914,-0.5544873301529852,-0.8538022463497813,360.0,1.0,1,3173.0,3173.0,-0.36540556757028914,1,1,0
344,LP002128,1,2,-0.4620624697931504,0.2424032343922801,-0.2469390825991673,360.0,1.0,1,2583.0,2583.0,-0.4620624697931504,0,1,0
345,LP002129,1,0,-0.47582379146555775,0.2861809134745951,0.16953563762184234,360.0,1.0,1,2499.0,2499.0,-0.47582379146555775,0,1,0
346,LP002130,1,0,-0.3080667272685918,0.5502150404398075,0.07434141585704014,360.0,0.0,0,3523.0,3523.0,-0.3080667272685918,1,1,0
347,LP002131,1,2,-0.3801498407907256,0.18699710930372518,-0.23503980487856702,360.0,1.0,1,3083.0,3083.0,-0.3801498407907256,1,1,0
348,LP002137,1,0,0.15228224772503557,1.0129587888645903,1.3475641319612697,360.0,1.0,1,6333.0,6333.0,0.15228224772503557,0,1,0
349,LP002138,1,0,-0.4551818089569467,1.5830946562881771,0.49081613607804975,360.0,1.0,1,2625.0,2625.0,-0.4551818089569467,0,1,0
350,LP002139,1,0,0.6028017072383719,-0.5544873301529852,0.9786865226226611,360.0,1.0,1,9083.0,9083.0,0.6028017072383719,0,1,0
351,LP002140,1,0,0.5482478963227571,0.8706813318470665,1.930628740270683,360.0,1.0,0,8750.0,8750.0,0.5482478963227571,0,0,0
352,LP002141,1,3,-0.4484649733787479,0.15792599428812537,-0.6039174142171756,360.0,1.0,1,2666.0,2666.0,-0.4484649733787479,0,1,0
353,LP002142,0,0,0.015815807806995857,-0.5544873301529852,-0.4849246370111728,360.0,0.0,0,5500.0,5500.0,0.015815807806995857,0,1,1
354,LP002143,0,0,-0.48827451107392633,-0.3817707056485393,-0.18744269399616592,360.0,1.0,1,2423.0,2423.0,-0.48827451107392633,0,1,0
355,LP002144,0,0,-0.2605574024471854,-0.5544873301529852,-0.3540325820845698,180.0,1.0,1,3813.0,3813.0,-0.2605574024471854,0,0,0
356,LP002149,1,2,0.47993276373473476,0.5286682140164806,0.2290320262248437,360.0,1.0,1,8333.0,8333.0,0.47993276373473476,0,1,0
357,LP002151,1,1,-0.2504002364508847,-0.5544873301529852,-0.9370971903939832,360.0,1.0,0,3875.0,3875.0,-0.2504002364508847,0,1,0
358,LP002158,1,0,-0.3937473372051281,0.015306524152771011,-0.5444210256141742,480.0,0.0,0,3000.0,3000.0,-0.3937473372051281,1,1,0
359,LP002160,1,3,-0.03873800310861906,0.5286682140164806,0.6455067464458534,360.0,1.0,1,5167.0,5167.0,-0.03873800310861906,0,1,0
360,LP002161,0,1,-0.11147641766277228,-0.5544873301529852,-0.7705073023055794,360.0,1.0,0,4723.0,4723.0,-0.11147641766277228,0,0,0
361,LP002170,1,2,-0.06609682119542894,0.6996747729317736,1.0738807443874632,360.0,1.0,1,5000.0,5000.0,-0.06609682119542894,0,1,0
362,LP002175,1,0,-0.10705313569664134,0.24342927374577186,-0.18744269399616592,360.0,1.0,1,4750.0,4750.0,-0.10705313569664134,0,1,0
363,LP002178,1,0,-0.39161760885106506,0.4828384562271821,-0.6039174142171756,300.0,1.0,1,3013.0,3013.0,-0.39161760885106506,0,1,0
364,LP002180,1,0,0.23239279888940703,-0.5544873301529852,-0.05655063906956289,360.0,1.0,1,6822.0,6822.0,0.23239279888940703,0,0,1
